SMILES,MolWt,LogP,QED
COc1ccc(C2c3cc(OC)c(OC)cc3CCN2C(=O)NCCC(=O)N2CCCCCC2)cc1,495.2733213,4.1622,0.623958728
COc1ccc2c(c1)OC1(CC3CCC1CC3C(=O)NCCCN(C)C)NC2=O,401.2314565,2.0178,0.713208191
CC1Oc2ccc(NC(=O)c3cccc(S(=O)(=O)N4CCc5ccccc5C4)c3)cc2NC1=O,477.1358418,3.4053,0.5993374
COc1c(C)cnc(CN(C)C(=O)c2[nH]c3ccc(C)cc3c2C)c1C,351.194677,4.07738,0.770475075
CNC(=O)N1CCCC(c2cccc(C(=O)NCc3cc(F)cc(F)c3)c2)C1,387.1758334,3.4136,0.844626529
Cc1noc(C)c1Cn1cc(CCC(=O)O)cn1,249.1113413,1.55344,0.869061113
O=C(NCC1CCCN1c1nccs1)C1CCC1,265.1248832,2.0282,0.905731332
Cc1cc(C)cc(OCC(=O)Nc2cccc(-c3nc4ncccc4o3)c2)c1,373.1426415,4.52414,0.556294387
CC(C)=CC(=O)NC(C)c1cccc(S(N)(=O)=O)c1,282.1038134,1.4774,0.819586654
COc1nc2ccccc2cc1C=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],367.0916685,3.5058,0.40021252
CC(C)OCCCNS(=O)(=O)c1ccc2c(c1)CC(C)N2C(=O)C1CCC1,394.1926284,2.8577,0.688121018
CCCOc1ccc(S(=O)(=O)NCc2ccsc2)cc1,311.0649854,3.0154,0.854920875
CCN(CC)C(=O)CN1C(=O)SC(=Cc2ccccc2OCc2cccc(C)c2)C1=O,438.1613283,4.47872,0.5687578
O=[N+]([O-])c1ccc(NCCO)c(NS(=O)(=O)c2ccc3c(c2)CCC3)c1,377.1045417,2.2885,0.502663319
Cc1ccc(S(=O)(=O)C2C(N)C2c2ccccc2)cc1,287.0979998,2.26202,0.941684684
CNC(=O)NC(=O)CCSc1nnnn1-c1ccc(C(C)C)cc1,348.1368449,1.7235,0.77090256
O=C(C=Cc1ccncn1)NS(=O)(=O)c1ccc(F)cc1,307.0426904,1.134,0.855455758
O=C(NCc1ccc([N+](=O)[O-])cc1)C1CCCN(S(=O)(=O)c2ccc(F)cc2)C1,421.11077,2.451,0.569131003
O=S(=O)(Nc1cccc(-c2nnc3n2CCC3)c1)c1ccc(F)cc1,358.0899749,2.8312,0.777973133
COc1cccc(-c2noc(CNC(=O)c3ccc(NS(C)(=O)=O)c(C)c3)n2)c1,416.1154407,2.35512,0.605828816
CCN(Cc1ccccn1)C(=O)NC(c1cc2ccccc2o1)C1CC1,349.179027,4.5106,0.71212765
O=C(CCc1ccc2ccccc2c1)NCC1CCN(C2CC2)C1,322.2045135,3.3729,0.884164642
CCc1ccc(N=Cc2cc(OC)ccc2O)cc1,255.1259288,3.7138,0.846002375
Cc1nnc(CNC(=O)C2CCCN(C3CCCCC3)C2)[nH]1,305.2215605,1.77402,0.888959873
COc1ccc(C(C)(C)C)cc1NS(=O)(=O)c1cc(C(=O)O)cs1,369.0704647,3.5532,0.840607142
CCc1ccccc1NC(=O)CSc1nnc(C(C)NC(=O)c2ccc(Cl)cc2Cl)n1C,491.0949513,4.9061,0.436709844
CCc1ccc(NC(=O)C(=O)NCCN2CCN(Cc3ccccc3F)CC2)cc1,412.2274544,2.2606,0.685092258
Cc1cc(N2CCc3ccc(S(N)(=O)=O)cc3C2)nc(NCCN(C)C)n1,390.1837951,0.96862,0.757122728
CCOC(=O)N1CCc2c(sc(NC(=O)c3cc(=O)c4ccccc4o3)c2C(N)=O)C1,441.0994563,2.7203,0.639807989
CCN(CC)CCn1c(NC(=O)c2ccco2)nc2ccccc21,326.1742759,3.2234,0.723906078
CC1(C)CC(NC(=O)C(=O)Nc2c(-c3ccccc3)[nH]c3ccccc23)CC(C)(C)N1,418.2368762,4.1988,0.481042772
COc1ccc(C(=O)NCCCOC(=O)c2snnc2-c2cnc(SC)nc2)cc1,445.0878461,2.7025,0.229562975
Cc1nn(C)c(C)c1CNC(=O)c1nnc2ccc(Cl)cc2n1,330.0995868,1.95854,0.79303972
CCc1ccccc1NC(=O)C1CCCCC1C(=O)O,275.1521435,3.0785,0.887041836
CC1CC1C(=O)NC1(C(=O)NCC2CC2)CCCC1,264.183778,1.5976,0.792115412
Cc1cc(CCCC(=O)N2CCCC(c3ccc(Nc4cnccn4)cn3)C2)ccc1F,433.2277887,4.79162,0.580003256
CCc1cc(N2CCc3cc(OC(F)(F)F)ccc3C2)nc(NC2CCCC2)n1,406.1980461,4.8548,0.768964598
Cc1cccc(CNC(=O)c2ccccc2NC(=O)C2CC(=O)N(c3cccc(C)c3C)C2)c1,455.2208918,4.53346,0.573110922
CCOC(=O)CNC(=O)NCC(c1ccccc1)c1c[nH]c2ccccc12,365.1739416,3.1621,0.562528246
COc1cc(CNCc2ccc(C)c(C)c2)cc(OC)c1OC,315.1834437,3.61904,0.846942459
COc1ccc(N2CC(C(=O)NC(c3ccccc3)c3ccccc3)CC2=O)c(OC)c1,430.1892573,3.9625,0.616124375
CC(C)(O)C1CCC2(C)CCCC(C)(O)C2C1,240.2089301,3.1148,0.739075485
COc1ccc2cc(C(CC(N)=O)c3oc(CN4CCCCC4)cc(=O)c3O)c(O)nc2c1,453.1899856,2.601,0.496058331
O=C(COc1cccc(Cl)c1)NCCC(=O)N1CCCc2ccccc21,372.1240702,3.2045,0.846645305
COc1cccc(C=CC(=O)OCC(=O)NCCCc2ccccc2)c1OC,383.1732729,3.0092,0.387847361
CC(C)OC(=O)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,332.0927701,4.5492,0.807018208
CCc1oc(C(=O)NC2c3ccccc3CC2O)cc1CN1CCCC1,354.1943427,2.8259,0.866521663
COc1cccc(C(=O)N2CCN(c3cc(Oc4ccccc4F)ncn3)CC2C)c1,422.1754188,3.7675,0.623671476
CC(N)C(=O)N1CCC(N2CCCCC2)CC1,239.1997624,0.8105,0.775610996
Cc1cccc(-c2noc(-c3ccc(NCCc4ccc(S(N)(=O)=O)cc4)nc3)n2)c1,435.1365105,3.40902,0.455712409
CCc1ccccc1NC(=O)NC1CCCN(S(C)(=O)=O)C1,325.1460126,1.7945,0.885747964
CCc1ccc(C(C(=O)NC(C)(C)C)N(CC2CCCO2)C(=O)Cn2nnc3ccccc32)cc1,477.27399,3.6573,0.534901282
CC1CCN(C(=O)C2=NN(C)C(=O)CC2)C2CCCCC12,291.194677,2.0218,0.741946485
O=C(c1ccn2c(-c3ccccc3Br)nnc2c1)N1CCCCCC1,398.0742233,4.175,0.649961329
CN(C)CCNC(=O)c1cccc(CNC(=O)Nc2ccc3c(c2)OCO3)c1,384.1797552,2.0284,0.679412664
Cn1c(NC(=O)c2ccc([N+](=O)[O-])cc2)c(-c2ccccc2F)c(=O)c2ccccc21,417.1124842,4.5051,0.390592335
COc1ccc(CN(C)C(=O)c2cnc3sc4c(n3c2=O)CCCC4)cc1,383.1303625,2.9156,0.694921643
COCc1nn2c3c(nnc2c1-c1cccc(Cl)c1)C(=O)CC(C)(C)C3,370.1196535,3.7462,0.70190445
N#CC1C(c2ccc3c(c2)OCO3)C1S(=O)(=O)c1ccc(Cl)cc1,361.0175565,3.14818,0.838888128
O=C(CN1C(=O)COc2ccc(Cl)cc21)Nc1ccc(N2CCOCC2)cc1,401.1142338,2.5407,0.852061812
COc1ccccc1NC(=O)N(C1=NCCC1)c1ccc(F)cc1,327.138305,4.0651,0.923868437
OC1(c2ccccc2)CSC2=Nc3ccccc3C3CCN1N23,323.1092332,3.2436,0.874332964
O=C(c1cn(C2CCCCC2)nn1)N1CCC(N2CCOCC2)CC1,347.2321252,1.7201,0.833017541
COc1c(C)cnc(CS(=O)c2nc3cc(OCc4ccccc4)ccc3[nH]2)c1C,421.1460126,4.47014,0.476382132
Cc1cccc(Oc2nc3ccccn3c(=O)c2C=C2SC(=S)N(CCCC(=O)O)C2=O)c1,481.0766127,3.86122,0.40104633
O=C(O)C1Cc2c([nH]c3ccccc23)C(c2ccc([N+](=O)[O-])cc2)N1,337.106256,2.7644,0.502917605
COc1ccc(C2CC(=O)Oc3cc(C)n(C)c(=O)c32)c(OC)c1,329.1263227,2.15192,0.807370589
Cn1c(SCC(=O)Nc2ccc3ccccc3c2)nc2ccccc2c1=O,375.1041478,3.8175,0.435055979
O=C(CCn1cnnn1)N1CCCC(CCc2cccc(C(F)(F)F)c2)C1,381.177645,2.9534,0.771829659
CCCn1cc(S(=O)(=O)c2cc(C)ccc2C)c(=O)c2cc(F)c(N3CCOCC3)cc21,458.1675566,3.83684,0.581237345
COc1cc(CNC(=O)COc2ccc(Br)c(C)c2)cc(OC)c1OC,423.0681349,3.47852,0.703224793
COc1ccc(C=C2SC(=N)NC2=O)cc1OC(=O)c1ccc(C)cc1,368.083078,3.36149,0.490732038
Cc1nc2ccccn2c1[P+](C)(N(C)C)N(C)C,265.1576598,1.86862,0.791656887
O=C(O)c1cc(Br)cc2c1CCN2,240.9738406,2.1153,0.792405842
COc1ccccc1N1CC(C(=O)OCC(=O)Nc2ccc(Cl)c(Cl)c2)CC1=O,436.059277,3.5368,0.699406095
COCCC1(CCNC(C)C)CCCCC1,227.2249145,3.3615,0.719842022
COc1cc(COC(=O)Cc2csc(-c3ccsc3)n2)c([N+](=O)[O-])cc1OC(F)F,456.0261346,4.6757,0.261844175
COc1ccc(Cl)cc1NC(=O)N1CCN(c2ccc(-c3noc(C4CC4)n3)cc2)CC1,453.1567673,4.6301,0.605966569
OCCC1CN(c2nccc(N3CCC(O)CC3)n2)CCN1C1CCCC1,375.2634253,1.2533,0.802155177
COC(=O)c1cn(C(=O)COc2ccc(Br)cc2Cl)c2ccccc12,420.9716477,4.563,0.578304128
CC(C)=CCN(C)CCCN1CCN(C)CC1,239.2361479,1.5219,0.650823465
CCOC(=O)Cn1nc(C)c2c(C(F)(F)F)cc(-c3ccc(C)c(C)c3)nc21,391.1507615,4.60546,0.609914418
NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,303.9799334,0.5955,0.852146736
COCCNc1oc2c(c1-c1cccc([N+](=O)[O-])c1)c(=O)oc1c(C)cccc12,394.1164863,4.48112,0.222228288
Cc1ccc(OCCNC(=O)C(C)Oc2ccc(Cl)cc2)cc1,333.1131712,3.61092,0.78731663
COc1ccc(NC(=O)C=Cc2cccc3ccccc23)c(OC)c1,333.1364935,4.5089,0.698965178
CC1CN(C(=O)CSc2nncn2-c2cccc(Cl)c2)CC(C)O1,366.0917245,2.6486,0.778368618
Cc1cnn(CCC(=O)N2CCN(C3=NCC(C)S3)CC2)c1,321.1623314,1.21712,0.839819446
CCCCOc1ccc(C2c3c(oc4ccccc4c3=O)C(=O)N2CCCOC)cc1,421.188923,4.5536,0.474145293
COc1ccccc1C(=O)N1CCC(N)CC1,234.1368278,1.2585,0.837758335
O=C(NCc1ccco1)C1CCCN1CC(=O)N(Cc1ccc(F)cc1)C1CCCCC1,441.2427701,3.8608,0.675663906
COc1cccc(OCC2CCCN(C(=O)CCNS(C)(=O)=O)C2)c1,370.1562429,1.2519,0.744454993
CCCN(C)c1ccc(C(=O)N2CCCN(C(N)=O)CC2)cc1,318.2055761,1.7594,0.919421881
CCCCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)N(C)C1COCC1C(=O)O,480.2260367,3.6419,0.567808668
O=C(Nc1ccccc1N1CCCC1)c1cc(Cl)ccc1F,318.093519,4.3316,0.913129233
Cc1cc(SC(C)(C)C)ccc1NC(=O)CNC(N)=O,295.1354479,2.49242,0.746111462
O=S(=O)(NC1CCSc2c(F)cccc21)c1cccc(Cl)c1,357.0060266,3.9945,0.902832503
CC(c1cccc([N+](=O)[O-])c1)N(C)c1ccc2nnc(C(F)(F)F)n2n1,366.1052083,3.2487,0.520112079
COc1ccc2c(c1)[nH]c1c(N3CCN(C(N)=O)CC3)ncnc12,326.1491238,1.3204,0.739574581
O=C(NC1CCS(=O)(=O)c2ccccc21)c1cccnc1,302.0725133,1.7301,0.916335195
Nc1ccc(OCC(=O)Nc2ccc(Cl)cc2)cc1,276.0665553,2.9397,0.844067353
CN(C)CC1(O)CCN(C(=O)Cn2cc(CO)nn2)C1,283.1644395,-1.7046,0.668429186
O=C1CC2(CCN(C(=O)c3sc4cccc(F)c4c3Cl)C2)C(=O)N1,366.0241191,2.5726,0.788727207
CCC1CCCCN1C(=O)C1=CC(c2ccc(C)cc2)=NS(=O)(=O)N1C,375.1616627,2.64932,0.81541834
CCOc1ccc(Br)cc1C=CC(=O)NCCCC(=O)OC,369.0575702,2.9304,0.434240092
COCSc1nnc(-c2ccncc2)n1-c1ccc(C)c(C)c1,326.1201322,3.64214,0.529081138
Cc1ccsc1C=Nn1c(-c2ccccc2)nc2ccccc2c1=O,345.0935831,4.31562,0.519348434
COc1ccc(CNC(=O)CCc2cc(OC)c(OC)c(OC)c2)cc1,359.1732729,2.97,0.745594859
Cc1cccc(Nc2cc(C)nc(C3CCN(C(=O)CN)C3)n2)n1,326.1855093,1.50664,0.883703876
CC1CC(C)n2nccc2N1C(=O)COCC1CCCO1,293.1739416,1.7649,0.848648983
O=C(Nc1cccc(Cl)c1Cl)C1CCCN(c2cc(C3CC3)ncn2)C1,390.1014166,4.5159,0.833016178
O=[N+]([O-])c1cc2c(c(CSc3nnc(Cc4cccs4)n3Cc3ccco3)c1)OCOC2,470.0718617,4.6387,0.208330632
O=C(Nc1cnns1)c1cccc(CN2CCCC2c2nccs2)c1,371.0874522,3.584,0.742123826
COC(=O)CC1c2cc(OC)c(OC)cc2CCN1C(=O)c1ccccc1F,387.148201,3.1456,0.737768449
C[n+]1cc(Br)cc(-c2nc3cc(Cl)ccc3o2)c1,322.9581291,3.7352,0.638367094
CC(C)(C)c1cc(C(=O)NC(c2ccccn2)C2CC(O)C2)[nH]c(=O)n1,356.1848406,1.7044,0.772725458
COP(=O)(O)OCC1OC(n2ccc3c(N)ncnc32)C(O)C1O,360.0834855,-0.6039,0.506206907
CCCc1ncc(C(=O)N2CCC(Nc3ccc(F)cc3)CC2)s1,347.1467615,3.9514,0.890597744
O=C(CCc1ccccc1)c1ccc(Cl)c(F)c1,262.0560709,4.2946,0.751264133
NC(=O)C1CCCN(c2ccc(S(=O)C(F)(F)F)cc2)C1,320.0806334,2.0157,0.926542
Cc1noc(CCNC(=O)c2ccc(-c3noc(C(F)(F)F)n3)cc2)n1,367.0892239,2.41932,0.737822407
Cc1cc(C=Nc2ccc(N(C)C)cc2)ccc1N1CCCC1,307.2048478,4.41182,0.779083923
CC(C)(C)OC(=O)CC1NC2(CNC1=O)COC2,256.1423071,-0.4248,0.655958054
Cc1ccc(N2CCCC(Nc3ncnc4c3CCC4)C2)nn1,310.1905947,2.14462,0.936728031
CC(CC(=O)N1CCCCC1c1nccs1)n1cccc1,303.1405333,3.6495,0.864435756
Cc1sc(NC(=S)NC(=O)C=Cc2ccc(C(C)C)cc2)c(C#N)c1C,383.1126043,4.88642,0.582898557
CCOC(=O)C=C(C)C=CC1=C(C)CCCC1(C)C,262.1932801,4.5786,0.420963698
COCc1nc(C)c(C(=O)N2CCN(C)CC2c2ccccc2)s1,345.151098,2.72682,0.85471069
COC(=O)c1cc(S(=O)(=O)NCc2ccccc2OC)cs1,341.0391646,2.0218,0.813083545
Cc1cn2c(nc3c2c(=O)n(Cc2cccc4ccccc24)c(=O)n3C)o1,360.1222404,2.45082,0.484622015
COC(CNC(=O)CCc1ccccc1)c1ccc(C)s1,303.1292999,3.49302,0.850016168
CC(C)CNC(=O)c1ccc(-c2ccnc(N3CCCCC3)n2)cc1,338.2106615,3.5197,0.90608234
O=C(CSc1nc2ccsc2c(=O)n1-c1cccc(Cl)c1)NC1CCCC1,419.0528965,4.2515,0.495598818
CC(NC(=O)C1CC12CCOCC2)c1nc2ccccc2[nH]1,299.1633769,2.5568,0.91502876
CC(=O)NC1=NN(C(C)=O)C2(S1)C(=O)N(Cc1ccccc1)c1ccc(Cl)cc12,428.0709891,3.042,0.796579364
CC(NC(=O)C1CCC(C(F)(F)F)NC1=O)C(=O)O,282.0827416,0.0328,0.636467867
CC(=O)OCCCNC(=O)C(=Cc1ccc(Cl)cc1)NC(=O)c1ccco1,390.0982494,2.7733,0.410078051
COCCCN1C(=O)CCC2CN(c3nccc4occc34)CCC21,343.1895917,2.6816,0.78138537
CCOc1ccccc1NC(=O)C(Nc1cccc(S(=O)(=O)N2CCCC2)c1)c1ccccc1,479.1878774,4.6617,0.466039391
C=CCN(c1ccccc1)S(=O)(=O)c1ccc2[nH]cc(C(=O)NCc3cccnc3)c(=O)c2c1,474.1361762,3.2344,0.380920666
Cc1c(N=Cc2ccc(Sc3nccn3C)c([N+](=O)[O-])c2)c(=O)n(-c2ccccc2)n1C,448.1317595,4.02792,0.25185888
C=C(Cl)CC(CO)OCc1ccc(OC)cc1,256.0866221,2.7153,0.81531845
CN(Cc1nnc(-c2ccccc2)o1)C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],383.0865831,2.8252,0.466295867
O=C(O)CCCCn1cnc2c(=O)[nH]cnc21,236.0909402,0.3745,0.730404492
COc1cc(C2Oc3ccc(C4CC(=O)c5c(O)cc(O)cc5O4)cc3OC2CO)ccc1O,466.1263823,3.3919,0.456238707
COc1ccc(-c2n[nH]cc2CN2CCCC(CO)(Cc3ccc(F)cc3)C2)cc1,409.2165554,4.0416,0.618288065
CC(c1nc(C2CC2)no1)N1CCN(CC2(O)CCCCC2)CC1,334.2368762,2.3208,0.891348598
CCOC(=O)C1C(c2ccccc2[N+](=O)[O-])NC(=S)NC1(O)C(F)(F)F,393.0606262,1.5438,0.305602528
COc1ccc(CNC(=O)CN(C)c2nc3c(s2)c(C)nn3-c2cccc(C)c2)c(OC)c1,465.1834607,3.86864,0.425505714
CCOc1cccc(C=C2C(=O)N(C3CCCCC3)C(C)=C2C(=O)OC)c1O,385.188923,3.7962,0.616328772
CC(C)(c1ccccc1)c1nnc(NC(=O)N2CCCC(O)C2)s1,346.1463469,2.8526,0.895658411
O=C1C2CC=CCC2C(=O)N1Cc1ccc(Br)cc1,319.0207908,2.9003,0.620596707
CC(CCC(=O)NCC(O)CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,440.1947366,2.6456,0.450169905
CSc1ccccc1C(=O)NCC(O)c1ccc(Cl)c(F)c1,339.0496056,3.6644,0.817191629
Cc1cc2c(o1)CC(C)(C)CC2NC(=O)CCN1CCSC1=O,336.1507636,3.27662,0.916408213
CC(Cc1ccc(N(C)C)cc1)NC(=O)c1ncoc1C1CCCO1,343.1895917,2.9531,0.873300209
COc1ccc(C(=Nc2ccccc2)Oc2ccccc2)cc1,303.1259288,4.8525,0.509203836
CN1C(C(=O)Nc2cnn(C34CC5CC(CC(C5)C3)C4)c2)=CC(c2ccco2)=NS1(=O)=O,455.1627253,2.9033,0.762311394
O=C(CN1CCN(c2ncccn2)CC1)NCC(c1ccco1)N1CCCC1,384.2273741,1.1449,0.767077342
CSCCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)N(C)C1COCC1C(=O)O,498.1824577,3.2048,0.547008438
CC(=O)Nc1cc(-c2ccc(=O)n(C(C)C(=O)Nc3cc(F)cc(F)c3)n2)ccc1C,426.1503469,3.65502,0.651334135
CCCCOc1ccc(C)cc1C(C)=O,206.1306798,3.37652,0.545042778
Cc1nc(C)n(C2CCCN(C(=O)c3cscn3)C2)n1,291.1153812,1.82874,0.846502782
COc1ccc(OC)c(NC(=S)NC(=O)C(C)C)c1,282.1038134,2.1728,0.828888708
Cc1c(Cl)ccc2sc(N(CCCn3ccnc3)C(=O)c3ccco3)nc12,400.0760745,4.78472,0.466657071
CC(C)NC(=O)c1ccc2c(c1)NC(=O)C(=Cc1cccc(Cl)c1)S2,372.0699265,4.5635,0.776086657
C=CCn1c(SCC(=O)Nc2ccc(OC)c(OC)c2)nnc1C(C)Oc1ccccc1,454.1674763,4.3521,0.340334561
CCOCc1cccc(NC(=O)c2cc(F)c(F)cc2[N+](=O)[O-])c1,336.0921634,3.6618,0.644563074
O=C(CN1C(=O)C(=Cc2cccc(F)c2)Oc2ccccc21)NCC1CCCO1,396.1485354,2.8874,0.789553601
N#Cc1ccc(C2SCC(O)=Nc3n[nH]cc32)cc1,270.0575319,2.70558,0.833905768
Cc1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)c(Br)c1,367.956332,4.57142,0.635963204
COc1cc(Cl)c(C)cc1NC(=O)C(C)N(C)Cc1ccccc1N1CCOCC1,431.1975695,3.95262,0.718861238
O=C(Nc1ccccc1C(F)(F)F)c1ccc(Br)o1,332.9612252,4.3132,0.889093651
COCCC(=O)N1CC(C)Oc2ccccc21,235.1208434,1.837,0.80203492
Cn1c(=O)c2c(nc(OCc3ccco3)n2Cc2ccc(Cl)cc2)n(C)c1=O,400.0938327,2.3074,0.5129596
C=CCNc1nc(C(=O)OCc2nc(-c3ccc(OC)cc3)no2)cs1,372.089226,3.1566,0.475420646
CNC(S)=NN=Cc1ccc(OCc2ccc(Cl)cc2)c(OC)c1,363.0808255,3.7667,0.355339867
CC(C)Oc1ccc(NC(=O)C2(C)CCCN(Cc3ccccc3)S2(=O)=O)cc1,416.1769784,3.7968,0.777223797
C1CN(CCN2CCOCC2)CCO1,200.1524779,-0.3492,0.621584511
COc1cc(C=CC(=O)NCCCCNC(C)=O)ccc1O,306.1579572,1.4465,0.500877431
Cc1ccn2cc(CNC(=O)CC(C)NC(=O)C3CCCC3)nc2c1,342.2055761,2.34392,0.845969414
O=C1C2CC(CN2C(=O)C2CC2)Oc2ccccc2N1Cc1ccccn1,363.1582915,2.3867,0.840034077
O=C1CC(c2noc(-c3ccc[nH]c3=O)n2)CN1c1ccccc1F,340.0971685,2.0845,0.788008653
CN(C)S(=O)(=O)c1ccc(CCC(=O)NCc2cccc3ccccc23)cc1,396.1507636,3.3391,0.666075907
CC(=O)NC(C)C(=O)Nc1ccc(F)cc1C,238.1117559,1.59722,0.839864706
CC(C)(C)OC(=O)N1CCC(n2cc(CO)nn2)CC1,282.1691906,1.3424,0.885078219
Cc1ccc(-c2nnc(SC(F)F)c3ccccc23)cc1,302.0689258,4.91992,0.642192938
Cc1ccc(C(=O)N2CCC(N(C)Cc3nccc(N)n3)C2)c(O)c1,341.185175,1.41932,0.873104642
COC(C(=O)O)c1ccc(Cl)cc1,200.0240218,2.1121,0.813118378
CC(C)(C)c1csc(NC(=O)c2cc(=O)c3ccccc3o2)n1,328.0881634,3.7993,0.776426783
C=CCOc1ccccc1C=C1SC(=S)N(c2cccc(C)c2)C1=O,367.0700708,4.96562,0.42408114
COc1cccc(C(O)=C2C(=O)C(=O)N(c3ccccn3)C2c2cccc(Cl)c2)c1,420.0876847,4.3699,0.384893071
CN(C)C(CNC(=O)NC1CCN2CCCCC12)c1ccco1,320.2212261,1.8083,0.868514042
Cc1cc(C(=O)NC2CCCC2)c(C)[nH]1,206.1419132,2.30394,0.765889277
CC(C(=O)Nc1ccc(Cl)c(Cl)c1)n1ccc(C(=O)O)n1,327.0177466,3.0878,0.903194056
Cc1cc(NC(=O)Cn2cc(C(=O)NCC(C)(C)c3ccccc3F)ccc2=O)no1,426.1703334,2.63012,0.604160708
CC(C)N1C(=S)SC(C)(C)C1n1oc(=O)n(-c2cccc(Cl)c2)c1=O,399.0478111,3.2649,0.738070009
CC1c2[nH]c3ccccc3c2CC2C(=O)N(c3ccc(Cl)cc3)C(=O)N21,365.0931044,4.2758,0.65436744
O=C1CCc2cc(C(=O)NCCCOCC3CCCO3)ccc2N1,332.1736072,1.8868,0.747698127
Fc1ccccc1-c1cncc(C2CN(CC3CC3)CCO2)n1,313.1590405,3.066,0.869342961
CC(C)(C)OC(=O)N1CCCCC1C1(c2ccccc2)CO1,303.1834437,3.7017,0.782305332
COc1ccc(-c2cnc(CCC(=O)Nc3cccc(C)c3)o2)c(OC)c1,366.1579572,4.23852,0.676990077
CCCn1c(N)c(C(=O)CN2CCCCC2C)c(=O)n(C)c1=O,322.2004907,0.5963,0.801637414
COc1cc(C2SC(C)=Nc3c2c(=O)[nH]n3C2CCCCC2)c(OC)c2c1OCCO2,445.167142,4.3561,0.752653143
CN1CCN(Cc2nnc(C3CCN(C(=O)Cn4ncnn4)CC3)n2C)CC1,388.2447555,-1.0448,0.639925097
COc1cc(C(=O)NCCOCCCO)ccc1OC(F)F,319.1231291,1.4254,0.638015409
COCCCNC(=O)CN1CCN(c2ncnc3sc4c(c23)CCC4)CC1,389.1885461,1.4547,0.723162909
CN(Cc1noc2c1CCCC2)C(=O)CC1C(=O)NCCN1Cc1ccc(F)cc1,414.2067189,2.0416,0.782759794
Cc1noc(CNC(=O)c2cc(Cl)ccc2-n2cnnn2)n1,319.0584502,0.93712,0.761056483
CC(CCC(=O)NC1CC1)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,431.3399443,4.6719,0.592280068
CC(C)C1OC2(CCCCCCC2)NCC1(C)C,253.2405646,4.0976,0.759473341
CC(=O)Nc1ccc(C)cc1S(=O)(=O)NCCCn1c(-c2ccc(C)cc2)nc2cccnc21,477.1834607,4.04214,0.372662398
Cc1ncsc1C(=O)N1CCOC(c2ccccn2)C1,289.0884977,2.06022,0.848917983
CC(C)C(=O)N1CCCCC1CNS(C)(=O)=O,262.1351136,0.5727,0.80535157
Cc1ccc(N2C(=O)NC(=O)C(C=NCc3ccccn3)C2=O)cc1,336.1222404,1.86002,0.681256992
Cc1cc(S(=O)(=O)N2CCCc3ccccc32)ccc1OCC(=O)Nc1ccc(F)cc1,454.1362564,4.29312,0.602883062
CC1(C)CCCC(O)(CNc2cc(N3CCOCC3)ncn2)C1,320.2212261,2.0564,0.884738493
COc1ccc(CN(C)CC(=O)NCC(C)C)cc1F,282.1743562,2.0383,0.83185247
COC(=O)Cn1nc(-c2ccco2)ccc1=O,234.0640568,0.6763,0.729736343
O=C(COc1coc(CN2CCc3ccccc32)cc1=O)Nc1ccccc1,376.1423071,3.22,0.715211623
Cc1cc2nc(C)c(CCC(=O)Nc3cccc(-c4nnco4)c3)c(C)n2n1,376.1647739,3.27586,0.573910556
Cc1c(C(=O)N(C)C)sc(NC(=O)COc2ccccc2Cl)c1C#N,377.0600901,3.3009,0.866119294
CC(Oc1ccccc1)C(=O)Nc1cccc(NS(=O)(=O)c2ccccc2)c1,396.1143781,3.8934,0.634464152
COC(=O)c1ccc(Cl)c(NC(=O)CSc2nc3ccccc3o2)c1,376.0284556,3.9986,0.535101304
Cc1nn(C)c(C)c1CN(C1CC1)C1CCN(S(C)(=O)=O)CC1,340.1932971,1.42534,0.813461308
Cc1ccc(S(=O)(=O)Cc2csc(NC(=O)CCn3cnnn3)n2)cc1,392.0725304,1.44072,0.645804272
Cc1ccc(-n2c(C)nnc2SC(C[N+](=O)[O-])c2ccc(Cl)cc2)cc1C,402.0917245,4.95606,0.330823338
CC(=O)OC1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,432.2511889,3.1459,0.651430983
CC(Sc1nccn1C1CC1)C(=O)N1c2ccccc2NC(=O)C1(C)C,370.1463469,3.4625,0.837159673
COc1ccc(CC(=O)Nc2nnc(SCc3ccccc3)s2)cc1C,385.0918688,4.32862,0.484411016
CCOC(=O)c1c(C2CC2)csc1NC(=O)C(=O)NCC(C)O,340.1092927,1.2377,0.533685426
CCC1CN(C(=O)Nc2ccc(OC)c(OC)c2)c2cc(Cl)ccc2O1,376.1189848,4.5667,0.848840417
N#Cc1cccc(C(=O)NCC(=O)N2CCN(c3ccccc3)CC2)c1,348.1586259,1.63688,0.911215436
